               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                1444,            0.022032,            0.018919,          0.00055934,             0.98853,             0.99107,             0.99038,             0.72381,            0.023776,            0.022106,           0.0005212,           0.0095455,           0.0095455,           0.0095455
                1445,            0.019709,            0.017894,          0.00057072,             0.98883,             0.99107,             0.99038,             0.72796,            0.022538,            0.022208,          0.00053161,           0.0095448,           0.0095448,           0.0095448
                1446,             0.02069,            0.017941,          0.00051925,             0.98883,             0.99107,             0.99038,             0.72796,            0.022538,            0.022208,          0.00053161,           0.0095442,           0.0095442,           0.0095442
                1447,            0.018244,            0.014901,           0.0005352,              0.9888,             0.99107,             0.99055,             0.71015,            0.023198,            0.022384,          0.00054345,           0.0095436,           0.0095436,           0.0095436
                1448,            0.016061,            0.017661,          0.00052053,             0.98952,             0.99107,             0.99041,             0.69693,            0.023959,            0.022749,          0.00054161,            0.009543,            0.009543,            0.009543
                1449,             0.01867,            0.018452,          0.00059989,             0.98952,             0.99107,             0.99041,             0.69693,            0.023959,            0.022749,          0.00054161,           0.0095424,           0.0095424,           0.0095424
                1450,            0.018106,            0.017002,          0.00064566,             0.98932,             0.99107,             0.99063,              0.6824,            0.024371,            0.022384,          0.00053988,           0.0095417,           0.0095417,           0.0095417
                1451,            0.017688,            0.015901,          0.00055792,             0.98903,             0.99103,             0.99082,             0.67312,            0.025673,            0.022893,          0.00054439,           0.0095411,           0.0095411,           0.0095411
                1452,            0.017349,            0.014864,          0.00049783,             0.98903,             0.99103,             0.99082,             0.67312,            0.025673,            0.022893,          0.00054439,           0.0095405,           0.0095405,           0.0095405
                1453,            0.019208,            0.019998,           0.0005331,               0.989,             0.99107,             0.99091,             0.71134,            0.022661,             0.02198,          0.00053382,           0.0095399,           0.0095399,           0.0095399
                1454,            0.020302,            0.017873,          0.00053669,             0.99029,              0.9881,              0.9915,             0.67239,            0.026655,             0.02382,          0.00054817,           0.0095393,           0.0095393,           0.0095393
                1455,            0.023259,            0.020843,          0.00064181,             0.99029,              0.9881,              0.9915,             0.67239,            0.026655,             0.02382,          0.00054817,           0.0095386,           0.0095386,           0.0095386
                1456,            0.021459,            0.018762,          0.00097274,             0.98741,             0.99106,             0.99135,             0.69386,            0.024463,            0.022396,          0.00055203,            0.009538,            0.009538,            0.009538
                1457,            0.018477,            0.015568,          0.00062007,             0.98886,             0.98805,             0.99159,             0.71316,            0.023132,             0.02287,          0.00054869,           0.0095374,           0.0095374,           0.0095374
                1458,            0.019398,            0.018528,          0.00049803,             0.98886,             0.98805,             0.99159,             0.71316,            0.023132,             0.02287,          0.00054869,           0.0095368,           0.0095368,           0.0095368
                1459,             0.01982,            0.017631,          0.00076589,             0.98898,             0.98808,             0.99143,              0.6883,            0.024156,            0.022868,          0.00055157,           0.0095361,           0.0095361,           0.0095361
                1460,            0.019174,            0.017468,          0.00053766,             0.98799,             0.98807,             0.99167,              0.7087,            0.023049,            0.023299,          0.00054497,           0.0095355,           0.0095355,           0.0095355
                1461,            0.019789,            0.019006,          0.00051245,             0.98799,             0.98807,             0.99167,              0.7087,            0.023049,            0.023299,          0.00054497,           0.0095349,           0.0095349,           0.0095349
                1462,            0.018308,            0.016798,          0.00053515,             0.98686,             0.99105,             0.99149,             0.70017,            0.023612,             0.02251,          0.00054511,           0.0095343,           0.0095343,           0.0095343
                1463,            0.018065,             0.01851,          0.00054834,             0.98284,             0.99405,             0.99159,             0.73329,            0.023227,              0.0231,          0.00053307,           0.0095336,           0.0095336,           0.0095336
                1464,            0.023453,            0.019244,          0.00064099,             0.98284,             0.99405,             0.99159,             0.73329,            0.023227,              0.0231,          0.00053307,            0.009533,            0.009533,            0.009533
                1465,            0.020529,            0.019073,          0.00060464,             0.98365,             0.99405,             0.99139,              0.6894,            0.023794,             0.02223,          0.00053334,           0.0095324,           0.0095324,           0.0095324
                1466,            0.018833,            0.019418,          0.00052072,             0.98284,             0.99402,             0.99166,             0.71425,            0.024647,            0.022827,          0.00054148,           0.0095318,           0.0095318,           0.0095318
                1467,            0.020546,            0.016824,          0.00062635,             0.98284,             0.99402,             0.99166,             0.71425,            0.024647,            0.022827,          0.00054148,           0.0095311,           0.0095311,           0.0095311
                1468,            0.020207,             0.01999,          0.00050026,             0.98315,             0.99403,              0.9912,             0.69744,            0.024568,            0.022075,           0.0005428,           0.0095305,           0.0095305,           0.0095305
                1469,            0.018843,             0.01829,           0.0006108,             0.98145,             0.99403,             0.99125,             0.70324,            0.024535,            0.023226,          0.00053509,           0.0095299,           0.0095299,           0.0095299
                1470,            0.024437,            0.019393,          0.00052018,             0.98145,             0.99403,             0.99125,             0.70324,            0.024535,            0.023226,          0.00053509,           0.0095292,           0.0095292,           0.0095292
                1471,            0.020822,            0.017234,          0.00058277,             0.98392,              0.9911,             0.99096,             0.65808,            0.025925,            0.022804,          0.00054624,           0.0095286,           0.0095286,           0.0095286
                1472,            0.019288,            0.017601,          0.00065554,             0.98338,             0.99108,             0.99098,             0.72725,            0.024057,            0.022522,          0.00055187,            0.009528,            0.009528,            0.009528
                1473,            0.020305,            0.019138,          0.00054731,             0.98338,             0.99108,             0.99098,             0.72725,            0.024056,            0.022522,          0.00055187,           0.0095273,           0.0095273,           0.0095273
                1474,             0.01982,            0.017519,          0.00051425,              0.9838,             0.99109,             0.99078,             0.70685,            0.025251,            0.022445,          0.00056056,           0.0095267,           0.0095267,           0.0095267
                1475,            0.019052,            0.020098,          0.00072534,             0.98907,             0.98212,             0.98816,             0.67535,            0.025654,            0.023505,          0.00055794,           0.0095261,           0.0095261,           0.0095261
                1476,            0.021457,             0.02025,          0.00049162,             0.98907,             0.98212,             0.98816,             0.67535,            0.025654,            0.023505,          0.00055794,           0.0095255,           0.0095255,           0.0095255
                1477,            0.019229,            0.019585,          0.00060185,             0.98906,             0.98214,             0.98785,               0.714,            0.023276,            0.022143,          0.00055396,           0.0095248,           0.0095248,           0.0095248
                1478,            0.017737,            0.018242,          0.00067847,             0.98223,             0.99107,             0.99073,             0.68721,            0.024634,            0.022889,          0.00055011,           0.0095242,           0.0095242,           0.0095242
                1479,              0.0181,             0.01619,          0.00066504,             0.98223,             0.99107,             0.99073,             0.68721,            0.024634,            0.022889,          0.00055011,           0.0095236,           0.0095236,           0.0095236
                1480,            0.020368,            0.017273,          0.00085361,             0.98169,             0.99108,             0.99044,             0.70772,            0.024502,            0.022131,           0.0005463,           0.0095229,           0.0095229,           0.0095229
                1481,            0.022004,            0.019624,          0.00062215,             0.98928,             0.98214,             0.98791,             0.70287,            0.025073,            0.023082,          0.00054849,           0.0095223,           0.0095223,           0.0095223
                1482,            0.022707,            0.020915,          0.00071628,             0.98928,             0.98214,             0.98791,             0.70287,            0.025073,            0.023082,          0.00054849,           0.0095217,           0.0095217,           0.0095217
                1483,            0.020854,            0.014539,           0.0005425,             0.98914,             0.98214,             0.98816,             0.67852,            0.025167,            0.022296,          0.00055358,            0.009521,            0.009521,            0.009521
                1484,            0.019492,            0.018749,          0.00060439,             0.98677,             0.98511,             0.99123,             0.69113,            0.025748,            0.022095,          0.00055594,           0.0095204,           0.0095204,           0.0095204
                1485,             0.01933,            0.016669,          0.00055809,             0.98677,             0.98511,             0.99123,             0.69113,            0.025748,            0.022095,          0.00055594,           0.0095197,           0.0095197,           0.0095197
                1486,             0.02118,            0.020661,          0.00059644,              0.9879,             0.98512,             0.99133,              0.6909,            0.024725,            0.022079,           0.0005419,           0.0095191,           0.0095191,           0.0095191
                1487,            0.021062,            0.021172,          0.00050626,             0.98801,             0.98511,             0.99189,             0.62931,            0.028424,              0.0227,            0.000559,           0.0095185,           0.0095185,           0.0095185
                1488,            0.024101,            0.018016,          0.00054643,             0.98801,             0.98511,             0.99189,             0.62931,            0.028424,              0.0227,            0.000559,           0.0095178,           0.0095178,           0.0095178
                1489,            0.021202,            0.018226,          0.00052324,             0.98742,             0.98512,             0.98923,             0.67235,            0.025747,             0.02235,          0.00056208,           0.0095172,           0.0095172,           0.0095172
                1490,            0.018691,            0.017469,          0.00073729,             0.98617,             0.98511,             0.98911,             0.67105,            0.025597,            0.022498,          0.00055832,           0.0095166,           0.0095166,           0.0095166
                1491,            0.018373,            0.019295,          0.00061132,             0.98617,             0.98511,             0.98911,             0.67105,            0.025597,            0.022498,          0.00055832,           0.0095159,           0.0095159,           0.0095159
                1492,             0.01817,            0.019308,          0.00051652,             0.98268,             0.99104,             0.99171,             0.70255,            0.024976,            0.022251,          0.00055193,           0.0095153,           0.0095153,           0.0095153
                1493,            0.018597,            0.018496,          0.00050575,             0.98482,              0.9881,             0.98876,             0.68735,            0.024853,            0.022926,          0.00053978,           0.0095147,           0.0095147,           0.0095147
                1494,            0.020055,            0.017644,          0.00055985,             0.98482,              0.9881,             0.98876,             0.68735,            0.024853,            0.022926,          0.00053978,            0.009514,            0.009514,            0.009514
                1495,            0.021349,             0.01862,          0.00054274,             0.98121,             0.99405,             0.99138,             0.70222,            0.024946,            0.022255,          0.00054297,           0.0095134,           0.0095134,           0.0095134
                1496,            0.019447,              0.0184,            0.000573,             0.98973,             0.98214,             0.98954,             0.72508,            0.023424,            0.022559,          0.00052882,           0.0095127,           0.0095127,           0.0095127
                1497,            0.022202,             0.02012,          0.00057595,             0.98973,             0.98214,             0.98954,             0.72508,            0.023424,            0.022559,          0.00052882,           0.0095121,           0.0095121,           0.0095121
                1498,            0.019605,            0.016501,          0.00050875,             0.97922,               0.994,             0.99134,             0.73751,            0.022318,            0.021746,          0.00052695,           0.0095115,           0.0095115,           0.0095115
                1499,            0.016252,            0.015868,          0.00054271,             0.99003,              0.9821,             0.99016,             0.72689,            0.024049,            0.022496,          0.00052525,           0.0095108,           0.0095108,           0.0095108
                1500,            0.021035,            0.019357,          0.00059534,             0.99003,              0.9821,             0.99016,             0.72689,            0.024049,            0.022496,          0.00052525,           0.0095102,           0.0095102,           0.0095102
                1501,            0.020654,            0.019066,          0.00067563,             0.98307,             0.99107,             0.99192,             0.70736,             0.02331,            0.021532,          0.00052626,           0.0095095,           0.0095095,           0.0095095
                1502,            0.018414,            0.016925,          0.00050286,             0.99008,             0.98214,             0.99098,              0.7503,              0.0224,            0.022328,          0.00052235,           0.0095089,           0.0095089,           0.0095089
                1503,            0.027326,            0.020647,          0.00076385,             0.99008,             0.98214,             0.99098,              0.7503,              0.0224,            0.022328,          0.00052235,           0.0095082,           0.0095082,           0.0095082
                1504,            0.021284,            0.018349,          0.00049445,             0.98479,             0.99104,             0.99206,             0.73286,            0.022163,            0.021426,           0.0005383,           0.0095076,           0.0095076,           0.0095076
                1505,             0.01719,            0.017129,          0.00059752,             0.98552,             0.99107,             0.99178,             0.72727,            0.023763,            0.022344,          0.00053853,            0.009507,            0.009507,            0.009507
                1506,            0.023313,            0.018412,          0.00052818,             0.98552,             0.99107,             0.99178,             0.72727,            0.023763,            0.022344,          0.00053853,           0.0095063,           0.0095063,           0.0095063
                1507,            0.020746,             0.01582,          0.00071735,             0.98725,             0.99107,             0.99181,             0.73815,            0.022685,            0.021992,           0.0005454,           0.0095057,           0.0095057,           0.0095057
                1508,            0.017451,             0.01937,          0.00068492,             0.98829,             0.99099,             0.99192,             0.68809,            0.024728,            0.022157,          0.00055393,            0.009505,            0.009505,            0.009505
                1509,            0.020117,            0.018316,          0.00054469,             0.98829,             0.99099,             0.99192,             0.68809,            0.024728,            0.022157,          0.00055393,           0.0095044,           0.0095044,           0.0095044
                1510,            0.018918,            0.015405,          0.00058584,             0.98874,             0.99107,             0.99151,             0.70091,            0.023798,            0.022474,            0.000551,           0.0095037,           0.0095037,           0.0095037
                1511,            0.016212,            0.019187,          0.00051965,             0.98883,               0.991,             0.99114,             0.67197,            0.025695,            0.022489,          0.00056247,           0.0095031,           0.0095031,           0.0095031
                1512,            0.019924,            0.020167,          0.00052159,             0.98883,               0.991,             0.99114,             0.67197,            0.025695,            0.022489,          0.00056247,           0.0095024,           0.0095024,           0.0095024
                1513,            0.019194,            0.016441,          0.00068581,               0.989,              0.9881,             0.99079,             0.69032,            0.023845,            0.022616,          0.00055924,           0.0095018,           0.0095018,           0.0095018
                1514,            0.016948,            0.017017,          0.00055399,             0.98511,             0.99103,             0.99083,             0.68963,            0.026092,            0.023242,          0.00056824,           0.0095012,           0.0095012,           0.0095012
                1515,            0.020344,            0.017088,          0.00058065,             0.98511,             0.99103,             0.99083,             0.68963,            0.026092,            0.023242,          0.00056824,           0.0095005,           0.0095005,           0.0095005
                1516,            0.018666,            0.015468,          0.00059564,             0.98519,             0.98786,             0.99074,             0.69382,             0.02443,            0.023437,          0.00055963,           0.0094999,           0.0094999,           0.0094999
                1517,            0.017831,            0.017833,          0.00051186,              0.9782,             0.99405,             0.99016,             0.68713,            0.024617,             0.02319,          0.00055705,           0.0094992,           0.0094992,           0.0094992
                1518,            0.017829,            0.016525,          0.00057344,              0.9782,             0.99405,             0.99016,             0.68713,            0.024617,             0.02319,          0.00055705,           0.0094986,           0.0094986,           0.0094986
                1519,             0.01867,             0.01619,          0.00066388,              0.9893,             0.98809,             0.99015,             0.67889,             0.02399,            0.022701,          0.00055283,           0.0094979,           0.0094979,           0.0094979
                1520,             0.01826,            0.017406,          0.00057951,             0.98204,             0.99405,             0.99042,              0.6642,            0.026496,            0.023039,          0.00055453,           0.0094973,           0.0094973,           0.0094973
                1521,            0.020977,            0.016249,           0.0006757,             0.98204,             0.99405,             0.99042,              0.6642,            0.026496,            0.023039,          0.00055453,           0.0094966,           0.0094966,           0.0094966
                1522,            0.019317,            0.020371,          0.00074607,             0.98221,             0.99405,             0.99048,             0.69003,            0.024184,            0.022351,          0.00054333,            0.009496,            0.009496,            0.009496
                1523,            0.016953,            0.016382,          0.00057699,             0.98192,             0.99405,             0.99107,             0.66673,            0.027369,            0.023355,          0.00054976,           0.0094953,           0.0094953,           0.0094953
                1524,            0.020661,            0.016771,            0.000615,             0.98192,             0.99405,             0.99107,             0.66673,            0.027369,            0.023355,          0.00054976,           0.0094947,           0.0094947,           0.0094947
                1525,            0.019815,            0.015916,          0.00062655,             0.98936,             0.98512,             0.99114,             0.71936,            0.023662,            0.022676,          0.00054109,            0.009494,            0.009494,            0.009494
                1526,            0.016798,            0.015414,          0.00046391,             0.98923,             0.98509,             0.99133,             0.65713,            0.026811,            0.023067,          0.00054082,           0.0094934,           0.0094934,           0.0094934
                1527,            0.019523,            0.015868,          0.00055107,             0.98923,             0.98509,             0.99133,             0.65713,            0.026811,            0.023067,          0.00054082,           0.0094927,           0.0094927,           0.0094927
                1528,            0.019669,            0.014133,          0.00043555,             0.98616,             0.98211,             0.98834,             0.72659,            0.023327,            0.022516,          0.00052668,           0.0094921,           0.0094921,           0.0094921
                1529,            0.018921,            0.015597,          0.00081044,             0.98612,             0.98214,             0.98857,             0.67927,            0.026423,              0.0237,          0.00052296,           0.0094914,           0.0094914,           0.0094914
                1530,            0.023138,            0.018833,          0.00050513,             0.98612,             0.98214,             0.98857,             0.67927,            0.026423,              0.0237,          0.00052296,           0.0094908,           0.0094908,           0.0094908
                1531,            0.020788,            0.018729,          0.00052187,             0.99106,             0.97617,             0.98829,             0.70424,            0.023662,            0.022813,          0.00051743,           0.0094901,           0.0094901,           0.0094901
                1532,            0.017032,            0.015721,          0.00048399,             0.99126,             0.97619,              0.9885,             0.68713,            0.025632,            0.023222,          0.00052164,           0.0094894,           0.0094894,           0.0094894
                1533,            0.021518,            0.019915,          0.00062401,             0.99126,             0.97619,              0.9885,             0.68713,            0.025632,            0.023222,          0.00052164,           0.0094888,           0.0094888,           0.0094888
                1534,            0.018318,            0.016919,          0.00048913,             0.98632,             0.98215,             0.98837,             0.74672,            0.022463,            0.022508,          0.00051228,           0.0094881,           0.0094881,           0.0094881
                1535,            0.019348,            0.017815,          0.00051733,              0.9839,              0.9851,             0.98869,             0.69099,            0.027234,            0.024105,          0.00052245,           0.0094875,           0.0094875,           0.0094875
                1536,            0.025151,            0.019461,          0.00077147,              0.9839,              0.9851,             0.98869,             0.69099,            0.027233,            0.024105,          0.00052244,           0.0094868,           0.0094868,           0.0094868
                1537,             0.02054,             0.02027,          0.00053944,             0.98498,              0.9851,             0.98857,             0.71836,            0.024089,            0.022922,          0.00051711,           0.0094862,           0.0094862,           0.0094862
                1538,            0.017337,            0.017989,          0.00051868,             0.98608,             0.99107,              0.9917,              0.6479,            0.028197,            0.023789,          0.00053459,           0.0094855,           0.0094855,           0.0094855
                1539,            0.022822,            0.018249,          0.00056902,             0.98608,             0.99107,              0.9917,              0.6479,            0.028197,            0.023789,          0.00053459,           0.0094849,           0.0094849,           0.0094849
                1540,            0.020823,            0.020542,          0.00051116,             0.98411,             0.98804,             0.98861,             0.69152,            0.024671,            0.022777,          0.00052941,           0.0094842,           0.0094842,           0.0094842
                1541,             0.02004,            0.017526,          0.00059962,             0.98396,             0.99102,             0.99144,             0.61894,            0.029072,            0.023859,           0.0005518,           0.0094835,           0.0094835,           0.0094835
                1542,            0.022975,            0.020851,          0.00052123,             0.98396,             0.99102,             0.99144,             0.61894,            0.029072,            0.023859,           0.0005518,           0.0094829,           0.0094829,           0.0094829
                1543,            0.020173,            0.017869,          0.00054644,             0.98411,             0.98508,             0.98876,             0.67703,            0.025764,            0.023232,          0.00054527,           0.0094822,           0.0094822,           0.0094822
                1544,            0.016983,            0.017516,          0.00052212,             0.98476,             0.98511,             0.98888,             0.67265,            0.027803,            0.023533,          0.00054971,           0.0094816,           0.0094816,           0.0094816
                1545,            0.020797,            0.021874,           0.0007144,             0.98476,             0.98511,             0.98888,             0.67265,            0.027803,            0.023533,          0.00054971,           0.0094809,           0.0094809,           0.0094809
                1546,            0.020035,             0.01977,          0.00053072,              0.9844,             0.98512,             0.98841,             0.70466,            0.024198,            0.022682,          0.00053982,           0.0094802,           0.0094802,           0.0094802
                1547,            0.018326,             0.01558,          0.00064631,             0.98467,             0.98512,             0.98843,             0.65682,            0.026515,            0.023155,          0.00055459,           0.0094796,           0.0094796,           0.0094796
                1548,            0.020701,            0.018044,          0.00058486,             0.98467,             0.98512,             0.98843,             0.65682,            0.026515,            0.023155,          0.00055459,           0.0094789,           0.0094789,           0.0094789
                1549,            0.020625,            0.016093,          0.00063568,              0.9818,             0.99107,             0.98868,             0.72949,            0.023462,            0.022636,          0.00054337,           0.0094783,           0.0094783,           0.0094783
                1550,            0.018263,            0.018857,          0.00054813,             0.98244,             0.99107,             0.98879,             0.62528,            0.028932,            0.023831,           0.0005619,           0.0094776,           0.0094776,           0.0094776
                1551,            0.026435,            0.020193,          0.00065004,             0.98244,             0.99107,             0.98879,             0.62528,            0.028932,            0.023831,           0.0005619,           0.0094769,           0.0094769,           0.0094769
                1552,            0.022181,             0.01757,          0.00054384,             0.98203,             0.99106,             0.98859,             0.69616,            0.025811,            0.023177,          0.00055346,           0.0094763,           0.0094763,           0.0094763
                1553,            0.020432,            0.021087,          0.00058367,             0.98346,              0.9881,             0.98895,             0.71983,            0.024332,            0.022853,           0.0005408,           0.0094756,           0.0094756,           0.0094756
                1554,            0.019734,            0.018147,          0.00055854,             0.98346,              0.9881,             0.98895,             0.71983,            0.024332,            0.022853,           0.0005408,            0.009475,            0.009475,            0.009475
                1555,            0.020747,            0.017395,          0.00096071,             0.98416,             0.98808,             0.98819,             0.71825,            0.023562,            0.022634,          0.00053762,           0.0094743,           0.0094743,           0.0094743
                1556,            0.019037,             0.01938,          0.00076389,             0.98471,             0.99107,             0.99173,             0.71316,            0.024312,            0.022615,          0.00054359,           0.0094736,           0.0094736,           0.0094736
                1557,            0.020634,            0.018357,          0.00063141,             0.98471,             0.99107,             0.99173,             0.71316,            0.024312,            0.022615,          0.00054359,            0.009473,            0.009473,            0.009473
                1558,            0.018551,            0.019296,          0.00050296,             0.98549,             0.99107,             0.98907,             0.70232,            0.024405,            0.022414,           0.0005407,           0.0094723,           0.0094723,           0.0094723
                1559,            0.018002,            0.018451,          0.00054006,             0.98607,             0.99108,             0.99157,              0.6963,            0.025574,            0.022809,          0.00054229,           0.0094716,           0.0094716,           0.0094716
                1560,            0.023234,            0.021261,          0.00061834,             0.98607,             0.99108,             0.99157,              0.6963,            0.025574,            0.022809,          0.00054229,            0.009471,            0.009471,            0.009471
                1561,            0.019484,            0.017485,           0.0005336,             0.98564,             0.99106,             0.98941,             0.69529,            0.024125,            0.022398,          0.00053609,           0.0094703,           0.0094703,           0.0094703
                1562,            0.016322,            0.016899,          0.00057067,             0.98565,             0.99104,              0.9889,             0.72559,            0.022478,            0.022379,           0.0005174,           0.0094696,           0.0094696,           0.0094696
                1563,            0.018122,            0.018244,          0.00055843,             0.98565,             0.99104,              0.9889,             0.72559,            0.022478,            0.022379,           0.0005174,            0.009469,            0.009469,            0.009469
                1564,            0.020251,            0.016543,          0.00065739,             0.98852,             0.99405,             0.99175,             0.67247,            0.024893,            0.022538,          0.00052149,           0.0094683,           0.0094683,           0.0094683
                1565,            0.018455,            0.016023,          0.00048919,             0.98603,             0.99405,             0.99135,             0.71578,            0.023082,            0.022468,          0.00050595,           0.0094676,           0.0094676,           0.0094676
                1566,            0.023955,             0.01704,          0.00050754,             0.98603,             0.99405,             0.99135,             0.71578,            0.023082,            0.022468,          0.00050595,            0.009467,            0.009467,            0.009467
                1567,            0.020249,             0.01877,          0.00071194,             0.98583,             0.99405,             0.99141,             0.71125,            0.023255,            0.022431,          0.00050871,           0.0094663,           0.0094663,           0.0094663
                1568,               0.018,            0.017155,          0.00047139,             0.98629,               0.994,             0.99119,             0.68709,            0.025289,            0.022907,          0.00052945,           0.0094656,           0.0094656,           0.0094656
                1569,            0.021739,            0.019123,          0.00065035,             0.98629,               0.994,             0.99119,             0.68709,            0.025289,            0.022907,          0.00052945,            0.009465,            0.009465,            0.009465
                1570,            0.022321,            0.018142,          0.00053149,             0.98868,             0.99403,             0.99144,             0.71059,            0.023847,            0.022929,          0.00054242,           0.0094643,           0.0094643,           0.0094643
                1571,            0.019011,            0.016181,          0.00063351,             0.98959,             0.99107,              0.9915,             0.66877,            0.025385,            0.022618,          0.00055146,           0.0094636,           0.0094636,           0.0094636
                1572,             0.02091,            0.019138,          0.00050879,             0.98959,             0.99107,              0.9915,             0.66877,            0.025385,            0.022618,          0.00055146,            0.009463,            0.009463,            0.009463
                1573,             0.02042,            0.018549,          0.00056121,             0.98943,             0.99107,             0.99157,             0.68142,            0.022972,            0.022577,          0.00054408,           0.0094623,           0.0094623,           0.0094623
                1574,            0.019008,            0.019059,          0.00052387,             0.98411,             0.99405,             0.99174,             0.68621,            0.025046,            0.022666,          0.00055824,           0.0094616,           0.0094616,           0.0094616
                1575,            0.024522,            0.022388,          0.00072624,             0.98411,             0.99405,             0.99174,             0.68621,            0.025046,            0.022666,          0.00055824,            0.009461,            0.009461,            0.009461
                1576,            0.018588,            0.018412,          0.00059312,             0.98286,             0.99403,             0.99191,             0.70114,            0.023532,            0.021995,          0.00055742,           0.0094603,           0.0094603,           0.0094603
                1577,            0.016221,            0.016783,          0.00055049,             0.98647,             0.99107,             0.99186,             0.70662,            0.024276,             0.02209,          0.00055591,           0.0094596,           0.0094596,           0.0094596
                1578,             0.01718,            0.016142,          0.00050292,             0.98647,             0.99107,             0.99186,             0.70662,            0.024276,             0.02209,          0.00055591,           0.0094589,           0.0094589,           0.0094589
                1579,            0.016144,            0.015367,          0.00050035,             0.98696,             0.99102,             0.99173,              0.6913,            0.024917,            0.022205,          0.00055502,           0.0094583,           0.0094583,           0.0094583
                1580,            0.016146,            0.015251,          0.00055458,             0.98615,             0.98214,             0.98881,             0.70485,            0.023318,             0.02218,           0.0005457,           0.0094576,           0.0094576,           0.0094576
                1581,            0.020395,             0.01881,          0.00057406,             0.98615,             0.98214,             0.98881,             0.70485,            0.023318,             0.02218,           0.0005457,           0.0094569,           0.0094569,           0.0094569
                1582,            0.018246,            0.016734,          0.00058883,             0.98903,             0.98506,             0.99143,              0.6557,            0.026213,            0.022802,          0.00055686,           0.0094562,           0.0094562,           0.0094562
                1583,            0.019107,            0.016457,          0.00056368,             0.98099,             0.98806,             0.98844,             0.71922,            0.023137,            0.021932,          0.00054736,           0.0094556,           0.0094556,           0.0094556
                1584,            0.019258,            0.016608,          0.00065728,             0.98099,             0.98806,             0.98844,             0.71922,            0.023137,            0.021932,          0.00054736,           0.0094549,           0.0094549,           0.0094549
                1585,            0.018099,            0.015723,          0.00048171,             0.98515,             0.98504,             0.98835,              0.6796,            0.025377,            0.022459,          0.00056009,           0.0094542,           0.0094542,           0.0094542
                1586,            0.018632,            0.017036,          0.00056476,             0.98601,             0.98214,             0.98838,             0.73721,            0.022971,            0.022129,          0.00054977,           0.0094536,           0.0094536,           0.0094536
                1587,            0.027596,             0.01963,          0.00052876,             0.98601,             0.98214,             0.98838,             0.73721,            0.022971,            0.022129,          0.00054977,           0.0094529,           0.0094529,           0.0094529
                1588,            0.021108,            0.019294,          0.00061436,             0.98264,             0.98512,             0.98873,             0.71637,            0.023681,            0.022204,          0.00056733,           0.0094522,           0.0094522,           0.0094522
                1589,            0.016984,            0.018782,          0.00060201,             0.98024,             0.98809,             0.98872,             0.73067,            0.022981,            0.022114,          0.00055588,           0.0094515,           0.0094515,           0.0094515
                1590,            0.017395,            0.018974,          0.00048363,             0.98024,             0.98809,             0.98872,             0.73067,            0.022981,            0.022114,          0.00055588,           0.0094508,           0.0094508,           0.0094508
                1591,            0.017156,            0.016166,          0.00070279,             0.97768,              0.9851,             0.98792,             0.72708,            0.023153,             0.02214,            0.000552,           0.0094502,           0.0094502,           0.0094502
                1592,            0.018566,            0.018917,          0.00060576,             0.98406,             0.99106,             0.99148,             0.72209,            0.024607,            0.022278,          0.00055375,           0.0094495,           0.0094495,           0.0094495
                1593,            0.021756,            0.019058,           0.0006826,             0.98406,             0.99106,             0.99148,             0.72209,            0.024607,            0.022278,          0.00055375,           0.0094488,           0.0094488,           0.0094488
                1594,            0.018401,            0.018706,           0.0004983,             0.97986,             0.98214,             0.98781,             0.71866,            0.024127,            0.022401,          0.00055579,           0.0094481,           0.0094481,           0.0094481
                1595,             0.01624,            0.016809,          0.00057527,             0.99111,             0.98498,             0.99145,             0.72134,            0.024968,            0.022469,           0.0005618,           0.0094475,           0.0094475,           0.0094475
                1596,            0.021055,            0.020194,          0.00053395,             0.99111,             0.98498,             0.99145,             0.72134,            0.024968,            0.022469,           0.0005618,           0.0094468,           0.0094468,           0.0094468
                1597,            0.019988,            0.018134,          0.00066387,             0.99077,               0.985,             0.99133,             0.72643,            0.023372,            0.022531,           0.0005562,           0.0094461,           0.0094461,           0.0094461
