,0,1,2,3,4,5,6,7,8,9,10
0,9.654330942023451,26.65859438122601,13.210269239102056,17.828129503114575,11.058333243584865,9.628826057168446,38.52793677978083,19.95137112832481,13.697733003190972,12.953050278916791,32.39971653864232
1,26.72854969202345,9.58437563122601,21.026502621693766,11.94533478522742,22.777977353665165,18.178923293171692,20.43336197976883,16.39217590317279,15.482104740051398,22.722793993660158,19.52668268264261
2,14.46891326940153,22.215191341195798,8.395686911723978,16.44245523340669,11.0586993066136,11.93364560569544,32.397117635702585,19.93961848393053,14.498327149373354,9.773566560007552,30.599985264729852
3,20.641125659910607,14.688375631226009,17.99680735990325,6.84133478522742,18.521763716837565,13.450110339059087,24.251023572891377,10.620837320495628,10.25783659928528,19.11752375067705,18.23859463480551
4,12.252756138873846,23.902444938156705,10.994478171603104,16.903190455330513,8.459908046734473,10.991027615499412,34.251929412926344,19.530055893542063,13.972700682570416,10.478812501830129,30.69233538982939
5,12.331475321352167,20.811617246557972,13.37765083957969,13.339763446446778,12.499253984394155,6.951681677839729,31.169006238503677,15.315610753146156,10.12703365025247,13.700359427810554,26.21569660317084
6,34.18981934680209,16.025289235992645,26.800356172424365,17.099909983116603,28.719389084658623,24.128239541341213,13.992448375002196,21.43532305947575,20.88795491985855,28.66502964603047,21.343823493138814
7,21.504864749852633,17.875714213903173,20.23446807515888,9.36133478522742,19.889126619780903,14.166455110490258,27.32693411398232,8.100837320495629,10.025867888201004,21.041472020685386,18.952786360491487
8,16.665077548358294,18.379493974421276,16.207027664241203,10.41218498765657,15.745622332448757,10.391728931236067,28.193416898004617,11.439718811840502,6.686986396856131,16.827865442245198,21.978378110926005
9,13.872539034509,23.572327438454927,9.434411285300287,17.22401634947323,10.20387836213336,11.91719891921904,33.92263583460142,20.407467154749774,14.780009652670085,8.734842186431242,31.384588566018486
10,30.085829021408856,17.1428398546117,27.02745371719691,13.111710960776009,27.184024977306944,21.19915982175365,23.368053408884094,15.085405221730197,16.69714604852522,28.151212293192806,11.968218459256919
