,0,1,2,3,4,5,6,7,8,9,10
0,9.619271595167534,26.41123063444232,13.292572747227617,13.865225706622695,38.830188266227175,18.28685298959934,11.337142020762897,9.502884549548087,12.809252563551775,32.59090190006061,20.056139052514716
1,26.418099720167532,9.612402509442317,21.1624034258116,15.836727620997912,20.875633327188357,12.4643896042452,23.36804850708082,17.89401906196596,22.35822301181883,19.84177729362459,16.694378000404235
2,14.380256626553338,22.243218219412107,8.531587715841813,14.843350324453194,33.12738468635126,17.197857391360046,11.397945089835329,11.774392402761173,9.708328673646095,31.11240798486319,20.32041023806428
3,16.630018201502377,18.594651030152377,16.520458940007153,6.854479100287853,29.05256911084321,10.917863288455726,16.310145395341074,10.34570218120761,16.78859566522315,22.47290164360699,11.70156002542075
4,34.15475999994617,16.193335975182137,27.364272540744537,21.612348349682527,14.294699861448537,18.028125752002456,29.80857710335362,24.082212791312756,28.62575986900842,21.823489009445773,22.043791702688857
5,20.777734980521675,14.948402509442317,18.601055502956658,10.64395278449838,25.194436009205795,7.1283896042452,19.429438473397038,13.53670458211674,19.30898023063824,18.728369337916583,10.904496110640457
6,12.217696792017929,24.241734192610636,11.19081598176464,14.425907671716423,35.36456014088966,17.819111253729737,8.738716823912503,10.945000865470956,10.43954272480808,31.459647426034522,20.072825668964356
7,12.216501216904348,20.600766643597005,13.400325190791712,10.29452635368419,31.47125772495002,13.759439258550668,12.778062761572187,6.905654927811272,13.454193099064366,26.406881964589125,15.464269543290985
8,13.732951749310116,23.275053111851953,9.544343980078715,14.947502356101808,34.22488732104776,17.74179742547425,10.48268713931139,11.664275617466444,8.695572409409193,31.57577392743677,20.556125944894603
9,30.05076967455294,17.294775982391705,27.484591880029797,17.167976923219637,23.958785050219106,13.697355121486579,28.038960429271818,21.153133071725193,28.111942516170757,12.159403820675204,15.425422036566383
10,21.42591453704179,18.057284399206097,20.602501843265635,10.306543015068145,28.08899545349694,9.7833896042452,20.5620463822364,14.120428360461801,21.002202243663337,19.33532974660113,8.249496110640457
