,0,1,2,3,4,5,6,7,8,9,10,11
0,8.511550884667736,18.97509984081446,14.561515815084235,14.702076524789803,12.133027050496892,7.689071829247112,35.344954349308836,17.319120618496164,10.31222063511606,14.336951634283064,28.547063883614825,18.267697153185242
1,20.00174696309911,7.48490376238309,18.35503176183263,9.126458558747162,19.486535542376895,13.429555690026596,22.071907584393294,12.687755160574163,12.595996014666085,19.6450296427491,18.557446377042453,14.938217693798116
2,14.576525503957075,17.343394328420825,8.496541195794896,15.263072149896967,11.208420418624186,11.309959730430634,31.335027220120917,18.73629627463252,13.297222729795571,9.772915814684007,28.591717614231044,20.589140972041708
3,17.165615156879454,10.563350068552168,17.711601093113778,6.048012252578084,17.81996516755101,11.324799961535458,23.542500178083557,9.65190118404222,9.835886542668222,18.577979409352363,17.539514900041638,11.356760719630662
4,12.27213635251928,18.598997722114635,11.332520031773731,15.495535837483743,8.37244158264535,10.173833586767017,33.133762701090575,18.3033911585631,12.303685077495642,10.77132432237682,28.6363333745129,19.63707684749303
5,10.14884480166603,14.862681540160867,13.754723013976713,11.321034301864724,12.494497257163552,6.051777912248817,28.812694852279606,13.631936878137175,8.049400980543826,13.975500712831572,23.424350847918294,14.655631451286238
6,30.499681448465957,16.19998756126577,26.474744630405198,16.233688645151027,28.14938049822531,21.507648979017812,13.356823785510613,18.222638881504395,20.241180205432656,28.126472862828685,18.786814383750233,21.0445631476613
7,18.87368557335897,13.215672993152321,20.275851540622483,8.742927506815372,19.718846811403523,12.72672886058106,24.62247673721008,6.956985929804933,10.61596061098718,20.967866759602327,16.508215826017704,8.820351611194862
8,12.83622620934306,14.093354466608442,15.806218615149735,9.896353484805573,14.688581349700259,8.113633582351909,27.610458680502536,11.58540123035138,5.9875453104407335,16.175156234036272,21.30707091637577,12.312283248714735
9,14.087770396862858,18.369201283044248,9.50872488839096,15.865259539842505,10.383033782934229,11.266546502992448,32.722564526251354,19.164120567319316,13.401969422389065,8.760732122087942,29.328718799644285,20.8318832363877
10,26.22836504395977,15.212100415102755,26.25800908570315,12.757277428296934,26.178525232835465,18.645879035844324,21.313388444938056,12.634952031499848,16.464366502493714,27.25920119740944,10.830249724322789,14.742422152558818
11,19.07507289724635,14.71894631557458,21.381507027229976,9.700597831602119,20.305343289531756,13.003234222928429,26.697211792565287,8.07316240039317,10.595653418548842,21.888440217869015,17.86849673627498,7.704175140606627
